"company_type","name","type","dia_chi","street","street2","city","zip","country_id","vat","function","phone","email","title","user_id","company_id","pricelist","property_account_payable_id","property_account_receivable_id"
"person","Huỳnh Hương Toàn","contact","số 102, đường Hoàng Nhật Tùng, phường Đại Kim, quận Hoàng Mai, thành phố Hà Nội","số 102, đường Hoàng Nhật Tùng","phường Đại Kim, quận Hoàng Mai","Hà Nội","100000","84","","Chủ shop","0997143496","huynhhuongtoan@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hoàng Tuệ Hồ","contact","số 880, xóm Hành Cẩm, thôn 7, xã Phụng Thượng, huyện Phúc Thọ, thành phố Hà Nội","số 880, xóm Hành Cẩm","thôn 7, xã Phụng Thượng, huyện Phúc Thọ","Hà Nội","100000","84","","Chủ shop","0931267878","hoangtueho@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đỗ Dao Hạ Ðoan","contact","số 145, xóm 7, thôn 6, xã Tân Hiệp, huyện Hóc Môn, thành phố Hồ Chí Minh","số 145, xóm 7","thôn 6, xã Tân Hiệp, huyện Hóc Môn","Hồ Chí Minh","700000","84","","Chủ shop","0992566312","dodaohaðoan@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Nhung Vĩnh","contact","số 877, đường Phan Sỹ Viễn, phường Phước Long A, quận Quận 9, thành phố Hồ Chí Minh","số 877, đường Phan Sỹ Viễn","phường Phước Long A, quận Quận 9","Hồ Chí Minh","700000","84","","Chủ shop","0976289687","nguyennhungvinh@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Bình","contact","số 847, đường Nguyễn Quảng Khúc, phường An Phú Đông, quận Quận 12, thành phố Hồ Chí Minh","số 847, đường Nguyễn Quảng Khúc","phường An Phú Đông, quận Quận 12","Hồ Chí Minh","700000","84","","Chủ shop","0940054316","nguyenbinh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Huy","contact","số 522, đường Huỳnh Khiêm Quỳnh, phường Vạn Mỹ, quận Ngô Quyền, thành phố Hải Phòng","số 522, đường Huỳnh Khiêm Quỳnh","phường Vạn Mỹ, quận Ngô Quyền","Hải Phòng","180000","84","","Chủ shop","0973852403","lehuy@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Hiệp","contact","số 461, đường Ðiền Hùng, phường Văn Chương, quận Đống Đa, thành phố Hà Nội","số 461, đường Ðiền Hùng","phường Văn Chương, quận Đống Đa","Hà Nội","100000","84","","Chủ shop","0976895710","vuhiep@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Hòa Long","contact","số 49, hẻm 20, đường Nguyễn Phát Tôn, phường Mai Dịch, quận Cầu Giấy, thành phố Hà Nội","số 49, hẻm 20","đường Nguyễn Phát Tôn, phường Mai Dịch, quận Cầu Giấy","Hà Nội","100000","84","","Chủ shop","0999534277","phamhoalong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Ngô Phú Thống","contact","số 318, đường Lê Hiếu Loan, phường 1, quận Bình Thạnh, thành phố Hồ Chí Minh","số 318, đường Lê Hiếu Loan","phường 1, quận Bình Thạnh","Hồ Chí Minh","700000","84","","Chủ shop","0928469751","ngophuthong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Đình","contact","số 223, xóm 1, thôn 10, xã Phạm Văn Cội, huyện Củ Chi, thành phố Hồ Chí Minh","số 223, xóm 1","thôn 10, xã Phạm Văn Cội, huyện Củ Chi","Hồ Chí Minh","700000","84","","Chủ shop","0974131639","vudinh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Cát","contact","số 118, hẻm Cơ Ðài, đường Hoàng Hội Khải, phường Tân Phú, quận Quận 7, thành phố Hồ Chí Minh","số 118, hẻm Cơ Ðài","đường Hoàng Hội Khải, phường Tân Phú, quận Quận 7","Hồ Chí Minh","700000","84","","Chủ shop","0947560363","nguyencat@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Nguyệt","contact","số 691, xóm 7, thôn 1, xã Yên Trung, huyện Thạch Thất, thành phố Hà Nội","số 691, xóm 7","thôn 1, xã Yên Trung, huyện Thạch Thất","Hà Nội","100000","84","","Chủ shop","0996039534","lenguyet@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Lập Thịnh Bích","contact","số 189, xóm 2, thôn 8, xã Trung Hưng, huyện Cờ Đỏ, thành phố Cần Thơ","số 189, xóm 2","thôn 8, xã Trung Hưng, huyện Cờ Đỏ","Cần Thơ","900000","84","","Chủ shop","0924936861","lelapthinhbich@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Kim Trúc","contact","số 994, đường Nguyễn Đại Phú, phường Đằng Hải, quận Hải An, thành phố Hải Phòng","số 994, đường Nguyễn Đại Phú","phường Đằng Hải, quận Hải An","Hải Phòng","180000","84","","Chủ shop","0896418197","kimtruc@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Kiều Uyển Tiểu","contact","số 944, xóm Ngôn Hải, thôn 5, xã Lê Lợi, huyện An Dương, thành phố Hải Phòng","số 944, xóm Ngôn Hải","thôn 5, xã Lê Lợi, huyện An Dương","Hải Phòng","180000","84","","Chủ shop","0880531906","nguyenkieuuyentieu@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hòa","contact","số 42, đường Bằng Trường, phường Xuân Sơn, thị xã Sơn Tây, thành phố Hà Nội","số 42, đường Bằng Trường","phường Xuân Sơn, thị xã Sơn Tây","Hà Nội","100000","84","","Chủ shop","0997217878","nguyenhoa@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Phi","contact","số 533, đường Kha Khải, phường Bình Trị Đông, quận Bình Tân, thành phố Hồ Chí Minh","số 533, đường Kha Khải","phường Bình Trị Đông, quận Bình Tân","Hồ Chí Minh","700000","84","","Chủ shop","0889114951","nguyenphi@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Đan","contact","số 740, xóm 7, thôn 8, xã Bắc Sơn, huyện An Dương, thành phố Hải Phòng","số 740, xóm 7","thôn 8, xã Bắc Sơn, huyện An Dương","Hải Phòng","180000","84","","Chủ shop","0884456559","nguyendan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Ðan Chi Ðoan","contact","số 12, đường Nguyễn Trang Ly, phường Dư Hàng Kênh, quận Lê Chân, thành phố Hải Phòng","số 12, đường Nguyễn Trang Ly","phường Dư Hàng Kênh, quận Lê Chân","Hải Phòng","180000","84","","Chủ shop","0888572293","tranðanchiðoan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phan Tài","contact","số 750, đường Huỳnh Triết Giáng, phường Yên Nghĩa, quận Hà Đông, thành phố Hà Nội","số 750, đường Huỳnh Triết Giáng","phường Yên Nghĩa, quận Hà Đông","Hà Nội","100000","84","","Chủ shop","0873975804","phantai@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Từ Tân Liên","contact","số 75, đường Trần Khoa Viết, phường Trung Hòa, quận Cầu Giấy, thành phố Hà Nội","số 75, đường Trần Khoa Viết","phường Trung Hòa, quận Cầu Giấy","Hà Nội","100000","84","","Chủ shop","0955263501","nguyentutanlien@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Chi","contact","số 169, xóm 6, thôn Ðạt Liên, xã Hồng Kỳ, huyện Sóc Sơn, thành phố Hà Nội","số 169, xóm 6","thôn Ðạt Liên, xã Hồng Kỳ, huyện Sóc Sơn","Hà Nội","100000","84","","Chủ shop","0966920121","phamchi@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Châu Triệu Tất","contact","số 979, xóm 9, thôn 9, xã An Thái, huyện An Lão, thành phố Hải Phòng","số 979, xóm 9","thôn 9, xã An Thái, huyện An Lão","Hải Phòng","180000","84","","Chủ shop","0946446086","nguyenchautrieutat@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Dương Duy","contact","số 22, đường Nguyễn Hà Cảnh, phường Máy Tơ, quận Ngô Quyền, thành phố Hải Phòng","số 22, đường Nguyễn Hà Cảnh","phường Máy Tơ, quận Ngô Quyền","Hải Phòng","180000","84","","Chủ shop","0996987021","duongduy@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Ngô Linh Ẩn Dạ","contact","số 447, đường Phạm Ðoàn Tùng, phường An Thới, quận Bình Thủy, thành phố Cần Thơ","số 447, đường Phạm Ðoàn Tùng","phường An Thới, quận Bình Thủy","Cần Thơ","900000","84","","Chủ shop","0919010328","ngolinhanda@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hướng Ân","contact","số 967, đường Lê Tiến Mạnh, phường Tân Hưng, quận Quận 7, thành phố Hồ Chí Minh","số 967, đường Lê Tiến Mạnh","phường Tân Hưng, quận Quận 7","Hồ Chí Minh","700000","84","","Chủ shop","0998619740","huongan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Sơn Hành Kiên","contact","số 605, đường Thế Thắng, phường Thới Bình, quận Ninh Kiều, thành phố Cần Thơ","số 605, đường Thế Thắng","phường Thới Bình, quận Ninh Kiều","Cần Thơ","900000","84","","Chủ shop","0931071366","nguyensonhanhkien@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Nhật Diệp","contact","số 255, xóm 10, thôn 2, xã Đông Mỹ, huyện Thanh Trì, thành phố Hà Nội","số 255, xóm 10","thôn 2, xã Đông Mỹ, huyện Thanh Trì","Hà Nội","100000","84","","Chủ shop","0966659111","nguyennhatdiep@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Tấn","contact","số 529, xóm 2, thôn Hữu Ðình, xã Nhuận Đức, huyện Củ Chi, thành phố Hồ Chí Minh","số 529, xóm 2","thôn Hữu Ðình, xã Nhuận Đức, huyện Củ Chi","Hồ Chí Minh","700000","84","","Chủ shop","0991224735","trantan@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Huỳnh Bình Nhàn Hồng","contact","số 532, xóm 10, thôn 7, xã Tân Dân, huyện Sóc Sơn, thành phố Hà Nội","số 532, xóm 10","thôn 7, xã Tân Dân, huyện Sóc Sơn","Hà Nội","100000","84","","Chủ shop","0946572484","huynhbinhnhanhong@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Võ Ðường Huệ Thục","contact","số 215, đường Hoàng Hữu Từ, phường Giáp Bát, quận Hoàng Mai, thành phố Hà Nội","số 215, đường Hoàng Hữu Từ","phường Giáp Bát, quận Hoàng Mai","Hà Nội","100000","84","","Chủ shop","0884389265","voðuonghuethuc@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phan Anh","contact","số 742, đường Huỳnh Triệu Thanh, phường Thạnh Xuân, quận Quận 12, thành phố Hồ Chí Minh","số 742, đường Huỳnh Triệu Thanh","phường Thạnh Xuân, quận Quận 12","Hồ Chí Minh","700000","84","","Chủ shop","0912105680","phananh@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Bùi Uyên Ðinh","contact","số 711, hẻm Ánh Phụng, đường Nguyễn Cúc Tường, phường 12, quận Quận 5, thành phố Hồ Chí Minh","số 711, hẻm Ánh Phụng","đường Nguyễn Cúc Tường, phường 12, quận Quận 5","Hồ Chí Minh","700000","84","","Chủ shop","0916844003","buiuyenðinh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phan Hiền","contact","số 586, xóm Du Toàn, thôn 9, xã Hiệp Phước, huyện Nhà Bè, thành phố Hồ Chí Minh","số 586, xóm Du Toàn","thôn 9, xã Hiệp Phước, huyện Nhà Bè","Hồ Chí Minh","700000","84","","Chủ shop","0888624540","phanhien@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Tuyết","contact","số 459, xóm 9, thôn 7, xã Quy Đức, huyện Bình Chánh, thành phố Hồ Chí Minh","số 459, xóm 9","thôn 7, xã Quy Đức, huyện Bình Chánh","Hồ Chí Minh","700000","84","","Chủ shop","0894660446","nguyentuyet@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Trà Hằng Hảo","contact","số 819, hẻm 54, đường Huỳnh An Ðức, phường Gia Viên, quận Ngô Quyền, thành phố Hải Phòng","số 819, hẻm 54","đường Huỳnh An Ðức, phường Gia Viên, quận Ngô Quyền","Hải Phòng","180000","84","","Chủ shop","0998379972","phamtrahanghao@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Vĩ Ánh","contact","số 162, xóm Trí Thảo, thôn 2, xã Tiên Thắng, huyện Tiên Lãng, thành phố Hải Phòng","số 162, xóm Trí Thảo","thôn 2, xã Tiên Thắng, huyện Tiên Lãng","Hải Phòng","180000","84","","Chủ shop","0988010780","nguyenvianh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hoàng Hoa Ly","contact","số 383, xóm Bích Bích, thôn 5, xã Xuân Thới Thượng, huyện Hóc Môn, thành phố Hồ Chí Minh","số 383, xóm Bích Bích","thôn 5, xã Xuân Thới Thượng, huyện Hóc Môn","Hồ Chí Minh","700000","84","","Chủ shop","0897468087","hoanghoaly@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Bảo","contact","số 224, xóm 2, thôn 7, xã Hiệp Phước, huyện Nhà Bè, thành phố Hồ Chí Minh","số 224, xóm 2","thôn 7, xã Hiệp Phước, huyện Nhà Bè","Hồ Chí Minh","700000","84","","Chủ shop","0916390532","tranbao@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Giao Sương Yến","contact","số 600, xóm 10, thôn Đại Chiêu, xã Tiền Yên, huyện Hoài Đức, thành phố Hà Nội","số 600, xóm 10","thôn Đại Chiêu, xã Tiền Yên, huyện Hoài Đức","Hà Nội","100000","84","","Chủ shop","0917500242","giaosuongyen@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Cam Cao Hoa Hà","contact","số 157, xóm An Thu, thôn Nga Mạnh, xã Hòa Lâm, huyện Ứng Hòa, thành phố Hà Nội","số 157, xóm An Thu","thôn Nga Mạnh, xã Hòa Lâm, huyện Ứng Hòa","Hà Nội","100000","84","","Chủ shop","0977334446","camcaohoaha@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Màu Nghĩa Liên","contact","số 235, xóm 6, thôn 5, xã Thư Phú, huyện Thường Tín, thành phố Hà Nội","số 235, xóm 6","thôn 5, xã Thư Phú, huyện Thường Tín","Hà Nội","100000","84","","Chủ shop","0939795953","maunghialien@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Trần Hạ Thuận","contact","số 892, xóm 1, thôn Quỳnh Hòa, xã Bình Chánh, huyện Bình Chánh, thành phố Hồ Chí Minh","số 892, xóm 1","thôn Quỳnh Hòa, xã Bình Chánh, huyện Bình Chánh","Hồ Chí Minh","700000","84","","Chủ shop","0931916502","tranhathuan@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Tấn","contact","số 711, hẻm My Phương, đường Nguyễn Hùng Ngân, phường Khương Mai, quận Thanh Xuân, thành phố Hà Nội","số 711, hẻm My Phương","đường Nguyễn Hùng Ngân, phường Khương Mai, quận Thanh Xuân","Hà Nội","100000","84","","Chủ shop","0884235838","vutan@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vũ Ngạn Phi","contact","số 948, đường Nguyễn Nga Thủy, phường 12, quận Quận 6, thành phố Hồ Chí Minh","số 948, đường Nguyễn Nga Thủy","phường 12, quận Quận 6","Hồ Chí Minh","700000","84","","Chủ shop","0972126233","vunganphi@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hoàng Toàn","contact","số 465, đường Võ Ái Hữu, phường Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội","số 465, đường Võ Ái Hữu","phường Lê Đại Hành, quận Hai Bà Trưng","Hà Nội","100000","84","","Chủ shop","0995532896","hoangtoan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Quỳnh","contact","số 82, đường Ðoan Ðăng, phường Kênh Dương, quận Lê Chân, thành phố Hải Phòng","số 82, đường Ðoan Ðăng","phường Kênh Dương, quận Lê Chân","Hải Phòng","180000","84","","Chủ shop","0896226880","nguyenquynh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đỗ Linh","contact","số 221, đường Phan Trúc Minh, phường Yên Phụ, quận Tây Hồ, thành phố Hà Nội","số 221, đường Phan Trúc Minh","phường Yên Phụ, quận Tây Hồ","Hà Nội","100000","84","","Chủ shop","0936241602","dolinh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hoàng Du Giao Tịnh","contact","số 154, đường Trần Nguyên Khả, phường Phú Lương, quận Hà Đông, thành phố Hà Nội","số 154, đường Trần Nguyên Khả","phường Phú Lương, quận Hà Đông","Hà Nội","100000","84","","Chủ shop","0948564722","hoangdugiaotinh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Huỳnh Phú","contact","số 671, đường Thư Thư, phường 5, quận Quận 10, thành phố Hồ Chí Minh","số 671, đường Thư Thư","phường 5, quận Quận 10","Hồ Chí Minh","700000","84","","Chủ shop","0981171643","huynhphu@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Hạ","contact","số 262, đường Bạc Khôi Lương, phường Mai Dịch, quận Cầu Giấy, thành phố Hà Nội","số 262, đường Bạc Khôi Lương","phường Mai Dịch, quận Cầu Giấy","Hà Nội","100000","84","","Chủ shop","0999259248","nguyenha@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Phạm Viễn","contact","số 743, xóm 9, thôn 1, xã Đức Thượng, huyện Hoài Đức, thành phố Hà Nội","số 743, xóm 9","thôn 1, xã Đức Thượng, huyện Hoài Đức","Hà Nội","100000","84","","Chủ shop","0880457049","phamvien@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Huỳnh Lĩnh Giang Thụ","contact","số 552, xóm 2, thôn 6, xã Tân Phú, huyện Quốc Oai, thành phố Hà Nội","số 552, xóm 2","thôn 6, xã Tân Phú, huyện Quốc Oai","Hà Nội","100000","84","","Chủ shop","0975824141","huynhlinhgiangthu@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Vương Diễm Lam Thảo","contact","số 942, đường Nguyễn Vũ Ðức, phường Tương Mai, quận Hoàng Mai, thành phố Hà Nội","số 942, đường Nguyễn Vũ Ðức","phường Tương Mai, quận Hoàng Mai","Hà Nội","100000","84","","Chủ shop","0992511048","vuongdiemlamthao@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Hoàng Danh Công","contact","số 891, đường Đặng Hậu Khả, phường Cầu Ông Lãnh, quận Quận 1, thành phố Hồ Chí Minh","số 891, đường Đặng Hậu Khả","phường Cầu Ông Lãnh, quận Quận 1","Hồ Chí Minh","700000","84","","Chủ shop","0885832673","hoangdanhcong@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Lê Nguyệt Lâm","contact","số 467, hẻm 99, đường Võ Trọng Ban, phường Hiệp Bình Phước, quận Thủ Đức, thành phố Hồ Chí Minh","số 467, hẻm 99","đường Võ Trọng Ban, phường Hiệp Bình Phước, quận Thủ Đức","Hồ Chí Minh","700000","84","","Chủ shop","0948548111","lenguyetlam@gmail.com","Chị","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Võ Cảnh Ðình","contact","số 103, đường Khoa Tạ, thị trấn Kim Bài, huyện Thanh Oai, thành phố Hà Nội","số 103, đường Khoa Tạ","thị trấn Kim Bài, huyện Thanh Oai","Hà Nội","100000","84","","Chủ shop","0940107109","vocanhðinh@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Nguyễn Kỳ Hường Hải","contact","số 698, hẻm Phụng Thanh, đường Nguyễn Thống Chế, phường Viên Sơn, thị xã Sơn Tây, thành phố Hà Nội","số 698, hẻm Phụng Thanh","đường Nguyễn Thống Chế, phường Viên Sơn, thị xã Sơn Tây","Hà Nội","100000","84","","Chủ shop","0880863849","nguyenkyhuonghai@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
"person","Đường Văn","contact","số 772, đường Uyên Yên, phường 15, quận Quận 8, thành phố Hồ Chí Minh","số 772, đường Uyên Yên","phường 15, quận Quận 8","Hồ Chí Minh","700000","84","","Chủ shop","0866915343","duongvan@gmail.com","Anh","Admin UIT.IS336.L12.4","UIT.IS336.L12.4","Bảng giá niêm yết 1","331 Tài khoản phải trả thương mại","131 Khoản phải thu của khách hàng"
